"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2002","2002",139.80566,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2003","2003",143.44044,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2004","2004",146.88565,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2005","2005",154.00766,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2006","2006",161.8276,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2007","2007",170.26963,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2008","2008",177.47134,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2009","2009",179.78091,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2010","2010",184.15623,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2011","2011",191.46284,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2012","2012",196.41033,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2013","2013",203.38933,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2014","2014",210.35351,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2015","2015",215.6716,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2016","2016",221.09799,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40675","World","2017","2017",229.71901,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","1996","1996",0.48245,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","1997","1997",0.50682,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","1998","1998",0.50562,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","1999","1999",0.54172,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2000","2000",0.57929,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2001","2001",0.60494,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2002","2002",0.63961,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2003","2003",0.6675,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2004","2004",0.68428,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2005","2005",0.7268,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2006","2006",0.74722,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2007","2007",0.77914,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2008","2008",0.81689,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2009","2009",0.91305,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2010","2010",0.93019,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2011","2011",0.95636,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2012","2012",1.00372,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2013","2013",1.04394,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2014","2014",1.07067,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2015","2015",1.09927,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2016","2016",1.1264,,
"EXPGDP_TOT","GERD as a percentage of GDP","40030","Middle income countries","2017","2017",1.14539,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","1996","1996",0.6406,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","1997","1997",0.70364,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","1998","1998",0.83656,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","1999","1999",0.84354,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2000","2000",0.86466,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2001","2001",0.95016,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2002","2002",0.97011,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2003","2003",0.96445,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2004","2004",1.02427,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2005","2005",1.03977,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2006","2006",0.99667,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2007","2007",1.08609,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2008","2008",1.20509,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2009","2009",1.05733,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2010","2010",1.01342,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2011","2011",0.99613,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2012","2012",0.97578,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2013","2013",1.0041,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2014","2014",1.06333,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2015","2015",1.10333,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2016","2016",1.04302,,
"EXPGDP_TOT","GERD as a percentage of GDP","40550","Small Island Developing States","2017","2017",1.01304,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","1996","1996",10.66568,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","1997","1997",10.79451,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","1998","1998",9.20887,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","1999","1999",8.62324,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2000","2000",9.04057,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2001","2001",10.7512,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2002","2002",11.83621,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2003","2003",12.25965,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2004","2004",12.99749,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2005","2005",14.93471,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2006","2006",14.3935,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2007","2007",13.82423,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2008","2008",14.34559,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2009","2009",15.22122,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2010","2010",12.23385,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2011","2011",13.14424,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2012","2012",14.52516,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2013","2013",15.43436,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2014","2014",14.82863,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2015","2015",15.28505,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2016","2016",14.17054,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40612","Asia (Central)","2017","2017",13.09619,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","1996","1996",0.3166,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","1997","1997",0.31472,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","1998","1998",0.32094,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","1999","1999",0.33066,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2000","2000",0.33995,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2001","2001",0.34931,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2002","2002",0.35049,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2003","2003",0.35158,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2004","2004",0.35931,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2005","2005",0.36737,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2006","2006",0.37612,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2007","2007",0.37055,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2008","2008",0.37676,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2009","2009",0.36864,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2010","2010",0.35537,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2011","2011",0.35781,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2012","2012",0.35894,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2013","2013",0.36287,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2014","2014",0.36518,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2015","2015",0.36966,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2016","2016",0.37597,,
"EXPGDP_TOT","GERD as a percentage of GDP","40606","Africa (Sub-Saharan) ","2017","2017",0.3771,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","1996","1996",2.10736,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","1997","1997",2.19778,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","1998","1998",2.21155,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","1999","1999",2.26651,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2000","2000",2.35781,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2001","2001",2.45468,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2002","2002",2.60748,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2003","2003",2.64241,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2004","2004",2.73141,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2005","2005",2.91161,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2006","2006",3.1755,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2007","2007",3.44166,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2008","2008",3.69314,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2009","2009",3.97858,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2010","2010",4.38732,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2011","2011",4.6341,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2012","2012",4.95361,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2013","2013",5.39583,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2014","2014",5.49721,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2015","2015",5.60303,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2016","2016",5.67433,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40334","Least Developed Countries","2017","2017",5.79028,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","1996","1996",10.7804,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","1997","1997",11.70308,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","1998","1998",12.27622,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","1999","1999",13.37878,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2000","2000",14.52469,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2001","2001",14.9939,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2002","2002",15.58799,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2003","2003",17.45487,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2004","2004",19.33862,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2005","2005",23.43691,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2006","2006",24.97825,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2007","2007",27.76303,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2008","2008",29.92991,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2009","2009",30.70781,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2010","2010",32.14246,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2011","2011",34.39153,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2012","2012",34.03477,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2013","2013",34.11403,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2014","2014",34.55056,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2015","2015",34.41956,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2016","2016",37.13405,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40618","Asia (Central and Southern)","2017","2017",39.49539,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","1996","1996",23.49877,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","1997","1997",26.21533,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","1998","1998",26.73928,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","1999","1999",30.16505,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2000","2000",35.08072,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2001","2001",38.98732,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2002","2002",44.28066,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2003","2003",49.81031,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2004","2004",55.88229,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2005","2005",65.55773,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2006","2006",76.49151,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2007","2007",89.37506,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2008","2008",102.3296,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2009","2009",120.79002,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2010","2010",133.47917,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2011","2011",148.83584,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2012","2012",168.73755,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2013","2013",187.61505,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2014","2014",205.14098,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2015","2015",220.37273,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2016","2016",236.85709,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40043","Upper middle income countries","2017","2017",256.84843,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","1996","1996",45.00645,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","1997","1997",48.00459,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","1998","1998",48.10443,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","1999","1999",51.17656,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2000","2000",58.33878,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2001","2001",61.13709,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2002","2002",61.79209,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2003","2003",61.61196,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2004","2004",67.19971,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2005","2005",72.37291,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2006","2006",77.85154,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2007","2007",87.4414,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2008","2008",91.55255,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2009","2009",96.36166,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2010","2010",100.87653,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2011","2011",110.35264,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2012","2012",118.04803,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2013","2013",124.43793,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2014","2014",133.01729,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2015","2015",144.74314,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2016","2016",152.89067,,
"EXPCAPPPP_CUR","GERD per capita (in current PPP$)","40617","Western Asia and Northern Africa","2017","2017",161.54837,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","1996","1996",1.52203,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","1997","1997",1.46476,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","1998","1998",1.40119,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","1999","1999",1.42057,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2000","2000",1.45737,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2001","2001",1.53986,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2002","2002",1.61789,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2003","2003",1.66361,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2004","2004",1.70515,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2005","2005",1.8408,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2006","2006",1.98181,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2007","2007",2.07435,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2008","2008",2.17984,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2009","2009",2.17545,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2010","2010",2.1593,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2011","2011",2.04186,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2012","2012",2.01398,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2013","2013",1.98382,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2014","2014",1.87356,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2015","2015",1.76534,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2016","2016",1.77243,,
"EXPGDP_TOT","GERD as a percentage of GDP","40650","Oceania","2017","2017",1.7803,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","1996","1996",92.97781,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","1997","1997",98.67411,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","1998","1998",99.65196,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","1999","1999",103.83715,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2000","2000",112.87885,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2001","2001",119.35822,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2002","2002",126.88019,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2003","2003",134.85402,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2004","2004",145.40602,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2005","2005",160.8387,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2006","2006",176.54959,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2007","2007",190.96332,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2008","2008",202.23454,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2009","2009",217.83543,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2010","2010",236.01471,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2011","2011",258.06383,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2012","2012",282.46233,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2013","2013",307.87173,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2014","2014",327.79433,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2015","2015",341.77404,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2016","2016",358.74803,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40611","Asia (Eastern)","2017","2017",383.75834,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","1996","1996",16.36676,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","1997","1997",16.23763,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","1998","1998",16.71584,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","1999","1999",17.57248,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2000","2000",18.81513,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2001","2001",20.50802,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2002","2002",22.87486,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2003","2003",22.30039,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2004","2004",22.95093,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2005","2005",23.36351,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2006","2006",25.29159,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2007","2007",27.02169,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2008","2008",29.22339,,
"EXPCAPPPP_CONST","GERD per capita (in PPP$, constant prices - 2005)","40603","Africa (Northern)","2009","2009",36.87023,,
