"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZAF","South Africa","2014","2014",4642772.96431,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZAF","South Africa","2015","2015",4864572.49979,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZAF","South Africa","2016","2016",5008543.99426,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZAF","South Africa","2017","2017",5162041.14149,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","LKA","Sri Lanka","1996","1996",138214.69075,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","LKA","Sri Lanka","2000","2000",133471.5403,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","LKA","Sri Lanka","2004","2004",193104.79456,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","LKA","Sri Lanka","2006","2006",211303.64248,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","LKA","Sri Lanka","2008","2008",157075.0554,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","LKA","Sri Lanka","2010","2010",210090.00634,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","LKA","Sri Lanka","2013","2013",189309.78263,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","LKA","Sri Lanka","2014","2014",196889.88859,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","LKA","Sri Lanka","2015","2015",224990.09425,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SDN","Sudan","1999","1999",344774.54436,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SDN","Sudan","2000","2000",327018.9822,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SDN","Sudan","2001","2001",329190.72575,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SDN","Sudan","2002","2002",309758.80356,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SDN","Sudan","2003","2003",287031.2585,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SDN","Sudan","2004","2004",259602.02584,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SDN","Sudan","2005","2005",281480.09793,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2001","2001",6440.04232,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2002","2002",5635.64099,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2003","2003",6088.9039,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2004","2004",6537.38216,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2005","2005",9962.73285,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2006","2006",11959.18168,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2007","2007",8139.33607,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2008","2008",9048.39122,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2009","2009",11546.80948,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2010","2010",12783.65974,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2011","2011",18710.49387,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2012","2012",18926.14419,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2013","2013",21070.85486,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2014","2014",22053.41014,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2015","2015",21899.49538,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2016","2016",22963.09216,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2017","2017",26686.43054,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TJK","Tajikistan","2018","2018",24084.09145,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","1996","1996",626098.89494,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","1997","1997",521835.09335,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","1999","1999",1225577.74306,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2000","2000",1261352.67125,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2001","2001",1345316.63556,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2002","2002",1304914.4274,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2003","2003",1488444.80233,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2004","2004",1536552.13817,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2005","2005",1470579.2797,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2006","2006",1641100.52143,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2007","2007",1493046.56115,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2008","2008",1537781.61147,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2009","2009",1761808.63323,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2011","2011",2943652.66383,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2013","2013",3960727.07815,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2014","2014",4346038.79221,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2015","2015",5754530.20161,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2016","2016",7532010.63371,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","THA","Thailand","2017","2017",10082924.83733,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","1996","1996",15920.19278,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","1997","1997",19153.45052,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","1998","1998",22793.50045,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","1999","1999",23803.64743,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2000","2000",22357.29399,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2001","2001",22463.1089,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2002","2002",30673.23167,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2003","2003",30634.68217,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2004","2004",32899.32961,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2005","2005",34910.43757,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2006","2006",25007.98281,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2007","2007",21447.13057,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2008","2008",11501.61922,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2009","2009",20282.71389,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2010","2010",17648.73789,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2011","2011",14842.69477,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2012","2012",16352.0293,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2013","2013",21720.6611,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2014","2014",30995.71218,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2015","2015",33042.34372,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2016","2016",33791.41445,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TTO","Trinidad and Tobago","2017","2017",32423.81752,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2002","2002",373785.74207,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2003","2003",468780.73645,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2004","2004",559659.47579,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2005","2005",564117.8283,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2006","2006",564776.63757,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2007","2007",592208.84578,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2008","2008",593086.22624,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2009","2009",675218.8273,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2010","2010",682913.99552,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2011","2011",687645.74956,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2012","2012",688318.66089,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2013","2013",696333.97707,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2014","2014",699400.53543,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2015","2015",681186.67496,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2016","2016",661159.24467,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","TUN","Tunisia","2018","2018",686010.00623,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2002","2002",94519.38762,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2003","2003",70125.07604,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2004","2004",76197.73393,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2005","2005",66898.7486,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2006","2006",103462.14452,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2007","2007",144987.08127,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2008","2008",132484.12437,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2009","2009",153200.95193,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2010","2010",217832.44635,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","UGA","Uganda","2014","2014",96549.06383,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","1996","1996",92536.71752,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","1997","1997",132637.68278,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","1998","1998",76009.31435,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","1999","1999",87085.52392,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2000","2000",79721.60673,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2002","2002",80508.22492,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2006","2006",146241.66372,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2007","2007",181106.99725,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2008","2008",173543.78155,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2009","2009",196527.9641,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2010","2010",175211.63414,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2011","2011",188331.06961,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2012","2012",183197.06352,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2013","2013",187907.52624,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2014","2014",202850.87576,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2015","2015",220984.51222,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2016","2016",251838.35149,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","URY","Uruguay","2017","2017",306109.61175,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZMB","Zambia","1996","1996",1936.92059,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZMB","Zambia","1997","1997",1343.04179,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZMB","Zambia","2002","2002",1180.63918,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZMB","Zambia","2003","2003",1968.05318,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZMB","Zambia","2004","2004",5525.0939,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZMB","Zambia","2005","2005",6646.45593,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ZMB","Zambia","2008","2008",93448.10013,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2001","2001",10384.33939,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2002","2002",12640.69274,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2003","2003",12662.22964,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2004","2004",13725.01331,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2005","2005",24315.25079,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2006","2006",26075.56537,"+","National Estimation"
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2007","2007",20457.84076,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2008","2008",37600.12909,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2009","2009",20383.81908,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2010","2010",23642.96464,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2011","2011",25396.83868,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2012","2012",30009.5111,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2013","2013",35511.79951,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2014","2014",59711.69805,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2015","2015",72895.07799,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2016","2016",124561.13825,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2017","2017",100316.85724,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MAC","China, Macao Special Administrative Region","2018","2018",124644.72763,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","1997","1997",393083.07775,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","1998","1998",427897.65347,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","1999","1999",467793.35281,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2000","2000",453986.75614,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2001","2001",170473.81669,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2002","2002",386328.94935,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2003","2003",309503.08085,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2004","2004",197071.10053,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2005","2005",270061.29488,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2006","2006",329655.07394,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2007","2007",461710.77219,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2008","2008",564424.19283,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2009","2009",670044.51552,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2010","2010",579961.57069,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2011","2011",575808.533,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2012","2012",714005.01965,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2013","2013",588710.87447,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2014","2014",612757.65799,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2015","2015",699864.10129,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2016","2016",748236.1457,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2017","2017",794520.10682,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","SRB","Serbia","2018","2018",874028.04162,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2003","2003",37445.69708,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2004","2004",49936.65351,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2005","2005",47208.35439,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2006","2006",68188.93419,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2007","2007",67816.9569,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2011","2011",19972.39664,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2013","2013",23917.12744,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2014","2014",23621.05461,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2015","2015",25148.38048,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2016","2016",22466.2985,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2017","2017",25297.62347,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","MNE","Montenegro","2018","2018",27942.98369,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","1996","1996",1.6665,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","1998","1998",1.51645,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2000","2000",1.57558,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2002","2002",1.75161,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2004","2004",1.85456,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2006","2006",2.18552,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2008","2008",2.4037,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2010","2010",2.37586,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2011","2011",2.23765,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2013","2013",2.1787,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2015","2015",1.91943,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUS","Australia","2017","2017",1.87372,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","1996","1996",1.58077,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","1997","1997",1.65491,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","1998","1998",1.73155,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","1999","1999",1.84537,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2000","2000",1.88602,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2001","2001",1.9921,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2002","2002",2.06598,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2003","2003",2.17456,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2004","2004",2.16612,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2005","2005",2.37324,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2006","2006",2.35923,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2007","2007",2.41843,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2008","2008",2.56945,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2009","2009",2.59674,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2010","2010",2.7261,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2011","2011",2.66868,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2012","2012",2.91472,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2013","2013",2.95492,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2014","2014",3.08429,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2015","2015",3.04979,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2016","2016",3.12588,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2017","2017",3.05212,,
"EXPGDP_TOT","GERD as a percentage of GDP","AUT","Austria","2018","2018",3.17177,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","1996","1996",1.72963,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","1997","1997",1.79476,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","1998","1998",1.82362,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","1999","1999",1.89068,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2000","2000",1.92236,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2001","2001",2.02168,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2002","2002",1.89073,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2003","2003",1.83184,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2004","2004",1.80898,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2005","2005",1.78231,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2006","2006",1.81426,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2007","2007",1.84413,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2008","2008",1.92413,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2009","2009",1.98537,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2010","2010",2.05081,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2011","2011",2.15533,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2012","2012",2.27334,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2013","2013",2.33393,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2014","2014",2.38729,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2015","2015",2.46123,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2016","2016",2.55595,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2017","2017",2.70234,,
"EXPGDP_TOT","GERD as a percentage of GDP","BEL","Belgium","2018","2018",2.82119,,
