year,country,prod_electric,prod_electric_nuclear,prod_electric_fossil,prod_electric_renewable
2007,COM,0.044,0.0,0.039,0.005
2008,COM,0.043,0.0,0.038,0.005
2009,COM,0.041,0.0,0.036,0.005
2010,COM,0.045,0.0,0.04,0.005
2011,COM,0.059,0.0,0.054,0.005
2012,COM,0.058,0.0,0.055,0.003
2013,COM,0.055,0.0,0.053,0.002
2014,COM,0.051,0.0,0.049,0.002
2015,COM,0.052,0.0,0.05,0.002
2016,COM,0.057,0.0,0.055,0.002
2017,COM,0.0864,0.0,0.086,0.0004
2018,COM,0.1004,0.0,0.1,0.0004
1980,COG,0.151,0.0,0.052,0.099
1981,COG,0.157,0.0,0.055,0.102
1982,COG,0.198,0.0,0.024,0.174
1983,COG,0.231,0.0,0.002,0.229
1984,COG,0.25,0.0,0.002,0.248
1985,COG,0.29,0.0,0.002,0.288
1986,COG,0.267,0.0,0.002,0.265
1987,COG,0.278,0.0,0.003,0.275
1988,COG,0.289,0.0,0.003,0.286
1989,COG,0.396,0.0,0.003,0.393
1990,COG,0.488,0.0,0.003,0.485
1991,COG,0.477,0.0,0.003,0.474
1992,COG,0.424,0.0,0.003,0.421
1993,COG,0.358,0.0,0.003,0.355
1994,COG,0.322,0.0,0.003,0.319
1995,COG,0.35,0.0,0.002,0.348
1996,COG,0.453,0.0,0.002,0.451
1997,COG,0.448,0.0,0.002,0.446
1998,COG,0.341,0.0,0.002,0.339
1999,COG,0.252,0.0,0.002,0.25
2000,COG,0.29294,0.0,0.00094,0.292
2001,COG,0.331,0.0,0.0,0.331
2002,COG,0.392,0.0,0.0,0.392
2003,COG,0.39258,0.0,0.05358,0.339
2004,COG,0.38998,0.0,0.06298,0.327
2005,COG,0.42432,0.0,0.07332,0.351
2006,COG,0.44414,0.0,0.07614,0.368
2007,COG,0.39968,0.0,0.06768,0.332
2008,COG,0.484,0.0,0.113,0.371
2009,COG,0.52346,0.0,0.19646,0.327
2010,COG,0.7597,0.0,0.3337,0.426
2011,COG,1.25498,0.0,0.47188,0.7831
2012,COG,1.64732,0.0,0.67022,0.9771
2013,COG,1.65502,0.0,0.69372,0.9613
2014,COG,1.68302,0.0,0.74072,0.9423
2015,COG,2.65874,0.0,1.57074,1.088
2016,COG,2.8325,0.0,1.7155,1.117
2017,COG,3.32486,0.0,2.13286,1.192
2018,COG,3.36047,0.0,2.13286,1.22761
1980,COD,4.388,0.0,0.189,4.199
1981,COD,4.293,0.0,0.167,4.126
1982,COD,4.224,0.0,0.144,4.08
1983,COD,4.561,0.0,0.129,4.432
1984,COD,4.776,0.0,0.13,4.646
1985,COD,5.11,0.0,0.135,4.975
1986,COD,5.342,0.0,0.138,5.204
1987,COD,5.327,0.0,0.14,5.187
1988,COD,5.331,0.0,0.135,5.196
1989,COD,5.866,0.0,0.03,5.836
1990,COD,5.593,0.0,0.024,5.569
1991,COD,5.227,0.0,0.021,5.206
1992,COD,6.011,0.0,0.018,5.993
1993,COD,5.489,0.0,0.016,5.473
1994,COD,5.258,0.0,0.017,5.241
1995,COD,6.114,0.0,0.017,6.097
1996,COD,6.047,0.0,0.017,6.03
1997,COD,4.992,0.0,0.018,4.974
1998,COD,4.68,0.0,0.018,4.662
1999,COD,5.266,0.0,0.019,5.247
2000,COD,5.94182,0.0,0.00282,5.939
2001,COD,5.9187,0.0,0.0047,5.914
2002,COD,6.05652,0.0,0.00752,6.049
2003,COD,6.10458,0.0,0.00658,6.098
2004,COD,7.01452,0.0,0.00752,7.007
2005,COD,7.32558,0.0,0.00658,7.319
2006,COD,7.4638,0.0,0.0188,7.445
2007,COD,7.77584,0.0,0.03384,7.742
2008,COD,7.45124,0.0,0.04324,7.408
2009,COD,7.7549,0.0,0.0329,7.722
2010,COD,7.82184,0.0,0.08084,7.741
2011,COD,7.81572,0.0,0.08272,7.733
2012,COD,7.53556,0.0,0.00846,7.5271
2013,COD,8.17446,0.0,0.00846,8.166
2014,COD,8.76234,0.0,0.01034,8.752
2015,COD,8.86404,0.0,0.01504,8.849
2016,COD,9.04816,0.0,0.01316,9.035
2017,COD,9.42152,0.0,0.00752,9.414
2018,COD,10.4762,0.0,0.00658,10.46962
1980,COK,0.01,0.0,0.01,0.0
1981,COK,0.011,0.0,0.011,0.0
1982,COK,0.01,0.0,0.01,0.0
1983,COK,0.009,0.0,0.009,0.0
1984,COK,0.01,0.0,0.01,0.0
1985,COK,0.011,0.0,0.011,0.0
1986,COK,0.012,0.0,0.012,0.0
1987,COK,0.013,0.0,0.013,0.0
1988,COK,0.013,0.0,0.013,0.0
1989,COK,0.014,0.0,0.014,0.0
1990,COK,0.015,0.0,0.015,0.0
1991,COK,0.015,0.0,0.015,0.0
1992,COK,0.015,0.0,0.015,0.0
1993,COK,0.015,0.0,0.015,0.0
1994,COK,0.015,0.0,0.015,0.0
1995,COK,0.019,0.0,0.019,0.0
1996,COK,0.019,0.0,0.019,0.0
1997,COK,0.019,0.0,0.019,0.0
1998,COK,0.019,0.0,0.019,0.0
1999,COK,0.021,0.0,0.021,0.0
2000,COK,0.0241,0.0,0.024,0.0001
2001,COK,0.0241,0.0,0.024,0.0001
2002,COK,0.0261,0.0,0.026,0.0001
2003,COK,0.0271,0.0,0.027,0.0001
2004,COK,0.02713,0.0,0.027,0.00013
2005,COK,0.02713,0.0,0.027,0.00013
2006,COK,0.03013,0.0,0.03,0.00013
2007,COK,0.03113,0.0,0.031,0.00013
2008,COK,0.03213,0.0,0.032,0.00013
2009,COK,0.03113,0.0,0.031,0.00013
2010,COK,0.03213,0.0,0.032,0.00013
2011,COK,0.03213,0.0,0.032,0.00013
2012,COK,0.0301,0.0,0.03,0.0001
2013,COK,0.0298,0.0,0.029,0.0008
2014,COK,0.028447,0.0,0.027,0.001447
2015,COK,0.028472,0.0,0.025,0.003472
2016,COK,0.032679,0.0,0.028,0.004679
2017,COK,0.036932,0.0,0.031,0.005932
2018,COK,0.041729,0.0,0.031,0.010729
1980,CRI,2.142,0.0,0.044,2.098
1981,CRI,2.337,0.0,0.076,2.261
1982,CRI,2.442,0.0,0.08,2.362
1983,CRI,2.886,0.0,0.081,2.805
1984,CRI,3.035,0.0,0.056,2.979
1985,CRI,2.804,0.0,0.055,2.749
1986,CRI,2.926,0.0,0.06,2.866
1987,CRI,3.05,0.0,0.076,2.974
1988,CRI,3.109,0.0,0.089,3.02
1989,CRI,3.315,0.0,0.028,3.287
1990,CRI,3.429,0.0,0.081,3.348
1991,CRI,3.825,0.0,0.196,3.629
1992,CRI,4.57,0.0,0.55,4.02
1993,CRI,4.854,0.0,0.466,4.388
1994,CRI,5.154,0.0,0.779,4.375
1995,CRI,4.779,0.0,0.776,4.003
1996,CRI,4.749,0.0,0.438,4.311
1997,CRI,5.575,0.0,0.179,5.396
1998,CRI,5.256,0.0,0.353,4.903
1999,CRI,6.118,0.0,0.125,5.993
2000,CRI,6.84846,0.0,0.05546,6.793
2001,CRI,6.878,0.0,0.094,6.784
2002,CRI,7.41868,0.0,0.11468,7.304
2003,CRI,7.28558,0.0,0.14758,7.138
2004,CRI,7.96304,0.0,0.06204,7.901
2005,CRI,8.15674,0.0,0.25474,7.902
2006,CRI,8.58502,0.0,0.50102,8.084
2007,CRI,8.92968,0.0,0.67868,8.251
2008,CRI,9.36038,0.0,0.63638,8.724
2009,CRI,9.21194,0.0,0.42394,8.788
2010,CRI,9.47254,0.0,0.60254,8.87
2011,CRI,9.70522,0.0,0.81122,8.894
2012,CRI,10.0532,0.0,0.7802,9.273
2013,CRI,10.09424,0.0,1.12424,8.97
2014,CRI,10.08742,0.0,0.98042,9.107
2015,CRI,10.72452,0.0,0.10152,10.623
2016,CRI,10.79242,0.0,0.18142,10.611
2017,CRI,11.21878,0.0,0.03478,11.184
2018,CRI,11.40703,0.0,0.14946,11.25757
1980,HRV,,,,
1981,HRV,,,,
1982,HRV,,,,
1983,HRV,,,,
1984,HRV,,,,
1985,HRV,,,,
1986,HRV,,,,
1987,HRV,,,,
1988,HRV,,,,
1989,HRV,,,,
1990,HRV,,,,
1991,HRV,,,,
1992,HRV,8.578,0.0,4.274,4.304
1993,HRV,9.015,0.0,4.695,4.32
1994,HRV,8.026,0.0,3.139,4.887
1995,HRV,8.594,0.0,3.377,5.217
1996,HRV,10.277,0.0,3.111,7.166
1997,HRV,9.353,0.0,4.121,5.232
1998,HRV,10.505,0.0,5.101,5.404000000000001
1999,HRV,11.833,0.0,5.308,6.5249999999999995
2000,HRV,10.22004,0.0,4.43304,5.787
2001,HRV,11.65016,0.0,5.18316,6.467
2002,HRV,11.68252,0.0,6.39952,5.283
2003,HRV,12.02396,0.0,7.22296,4.801
2004,HRV,12.6961,0.0,5.8421,6.854
2005,HRV,11.88718,0.0,5.63718,6.25
2006,HRV,11.81644,0.0,5.89944,5.917
2007,HRV,11.50088,0.0,7.33388,4.167
2008,HRV,11.69966,0.0,6.52266,5.177
2009,HRV,12.23508,0.0,5.52908,6.706
2010,HRV,14.32912,0.0,5.16812,9.161000000000001
2011,HRV,10.7807,0.0,5.5977,5.183000000000001
2012,HRV,10.15614,0.0,5.01114,5.1450000000000005
2013,HRV,13.53768,0.0,4.39168,9.146
2014,HRV,13.08606,0.0,3.28906,9.796999999999999
2015,HRV,10.87932,0.0,3.50432,7.375
2016,HRV,12.20194,0.0,3.99594,8.206
2017,HRV,11.36592,0.0,4.38792,6.978
2018,HRV,13.208772,0.0,3.54098,9.667791999999999
1980,CUB,10.259,0.0,9.263,0.996
1981,CUB,10.806,0.0,9.847,0.959
1982,CUB,11.37,0.0,10.327,1.043
1983,CUB,11.861,0.0,10.799,1.062
1984,CUB,12.558,0.0,11.489,1.069
1985,CUB,12.469,0.0,11.416,1.053
1986,CUB,13.488,0.0,12.33,1.158
1987,CUB,13.881,0.0,12.737,1.144
1988,CUB,14.873,0.0,13.601,1.272
1989,CUB,15.53,0.0,14.249,1.281
1990,CUB,14.493,0.0,12.941,1.552
1991,CUB,12.413,0.0,11.045,1.368
1992,CUB,12.168,0.0,10.751,1.417
1993,CUB,11.215,0.0,10.247,0.968
1994,CUB,11.472,0.0,10.526,0.946
1995,CUB,11.886,0.0,11.123,0.763
1996,CUB,12.676,0.0,11.66,1.016
1997,CUB,13.461,0.0,12.462,0.999
1998,CUB,13.359,0.0,12.484,0.875
1999,CUB,13.838,0.0,12.855,0.983
2000,CUB,14.19216,0.0,13.15906,1.0331
2001,CUB,14.44146,0.0,13.43636,1.0051
2002,CUB,14.81986,0.0,13.77476,1.0451
2003,CUB,14.91238,0.0,14.06428,0.8481
2004,CUB,14.748404,0.0,13.87158,0.876824
2005,CUB,14.45086,0.0,13.96276,0.4881
2006,CUB,15.51046,0.0,15.01086,0.4996
2007,CUB,16.600066,0.0,16.06178,0.538286
2008,CUB,16.66938,0.0,15.95838,0.711
2009,CUB,16.72012,0.0,16.01572,0.7044
2010,CUB,16.38562,0.0,15.82302,0.5626
2011,CUB,16.72978,0.0,16.15578,0.574
2012,CUB,17.36236,0.0,16.67936,0.683
2013,CUB,18.04058,0.0,17.20858,0.832
2014,CUB,18.24972,0.0,17.47272,0.777
2015,CUB,19.11878,0.0,18.31778,0.801
2016,CUB,19.27812,0.0,18.46912,0.809
2017,CUB,19.37068,0.0,18.58568,0.785
2018,CUB,19.63126,0.0,18.87426,0.757
1980,CYP,0.968,0.0,0.968,0.0
1981,CYP,0.993,0.0,0.993,0.0
1982,CYP,1.071,0.0,1.071,0.0
1983,CYP,1.148,0.0,1.148,0.0
1984,CYP,1.175,0.0,1.175,0.0
1985,CYP,1.24,0.0,1.24,0.0
1986,CYP,1.338,0.0,1.338,0.0
1987,CYP,1.421,0.0,1.421,0.0
1988,CYP,1.568,0.0,1.568,0.0
1989,CYP,1.734,0.0,1.734,0.0
1990,CYP,1.857,0.0,1.857,0.0
1991,CYP,1.952,0.0,1.952,0.0
1992,CYP,2.26,0.0,2.26,0.0
1993,CYP,2.426,0.0,2.426,0.0
1994,CYP,2.52,0.0,2.52,0.0
1995,CYP,2.325,0.0,2.325,0.0
1996,CYP,2.437,0.0,2.437,0.0
1997,CYP,2.548,0.0,2.548,0.0
1998,CYP,2.777,0.0,2.777,0.0
1999,CYP,2.951,0.0,2.951,0.0
2000,CYP,3.168,0.0,3.168,0.0
2001,CYP,3.338,0.0,3.338,0.0
2002,CYP,3.558,0.0,3.558,0.0
2003,CYP,3.809,0.0,3.809,0.0
2004,CYP,3.948,0.0,3.948,0.0
2005,CYP,4.114,0.0,4.113,0.001
2006,CYP,4.373,0.0,4.372,0.001
2007,CYP,4.579,0.0,4.576,0.003
2008,CYP,4.775,0.0,4.76,0.015
2009,CYP,4.856,0.0,4.825,0.031
2010,CYP,5.00606,0.0,4.93406,0.072
2011,CYP,4.64394,0.0,4.46594,0.178
2012,CYP,4.4494,0.0,4.1924,0.257
2013,CYP,4.05422,0.0,3.72522,0.329
2014,CYP,4.10202,0.0,3.79102,0.311
2015,CYP,4.2839,0.0,3.8869,0.397
2016,CYP,4.61822,0.0,4.19522,0.423
2017,CYP,4.72986,0.0,4.29486,0.435
2018,CYP,4.78502,0.0,4.30802,0.477
1980,CZE,,,,
1981,CZE,,,,
1982,CZE,,,,
1983,CZE,,,,
1984,CZE,,,,
1985,CZE,,,,
1986,CZE,,,,
1987,CZE,,,,
1988,CZE,,,,
1989,CZE,,,,
1990,CZE,,,,
1991,CZE,,,,
1992,CZE,,,,
1993,CZE,55.529,11.998,41.976,1.555
1994,CZE,55.386,12.328,41.312,1.746
1995,CZE,57.482,11.619,43.56,2.303
1996,CZE,60.163,12.208,45.78,2.1750000000000003
1997,CZE,61.166,12.49,46.602,2.074
1998,CZE,61.38,12.519,47.047,1.814
1999,CZE,60.394,12.689,45.392,2.313
2000,CZE,68.61,12.911,53.4296,2.2694
2001,CZE,69.92992,14.012,53.31492,2.603
2002,CZE,71.66256,17.801,50.82956,3.032
2003,CZE,78.0624,24.577,51.7564,1.729
2004,CZE,78.9831,25.009,51.4321,2.5420000000000003
2005,CZE,76.96922,23.255,50.81922,2.895
2006,CZE,78.5972,24.499,50.8352,3.263
2007,CZE,82.55662,24.635,54.68262,3.239
2008,CZE,78.30462,25.018,49.70062,3.586
2009,CZE,76.93744,25.665,46.83644,4.436
2010,CZE,80.447,26.441,48.222,5.784000000000001
2011,CZE,81.84536,26.696,48.02836,7.1209999999999996
2012,CZE,81.77446,28.603,45.26946,7.902
2013,CZE,81.1455,29.0044,43.0661,9.075000000000001
2014,CZE,80.32748,28.637,42.71548,8.975
2015,CZE,77.9023,25.337,43.4233,9.142
2016,CZE,77.38742,22.73,45.53642,9.121
2017,CZE,81.0233,26.78468,44.85962,9.379000000000001
2018,CZE,82.0512,28.255,44.5842,9.212
1980,CIV,1.713,0.0,0.368,1.345
1981,CIV,1.875,0.0,0.149,1.726
1982,CIV,1.919,0.0,0.188,1.731
1983,CIV,1.993,0.0,0.926,1.067
1984,CIV,1.558,0.0,1.189,0.369
1985,CIV,1.965,0.0,0.621,1.344
1986,CIV,2.017,0.0,0.838,1.179
1987,CIV,2.369,0.0,1.153,1.216
1988,CIV,2.233,0.0,1.006,1.227
1989,CIV,2.444,0.0,1.194,1.25
1990,CIV,2.221,0.0,0.912,1.309
1991,CIV,1.812,0.0,0.57,1.242
1992,CIV,1.666,0.0,0.628,1.038
1993,CIV,2.123,0.0,1.036,1.087
1994,CIV,2.397,0.0,1.235,1.162
1995,CIV,2.962,0.0,1.196,1.766
1996,CIV,3.127,0.0,1.363,1.764
1997,CIV,3.847,0.0,1.987,1.86
1998,CIV,3.831,0.0,2.468,1.363
1999,CIV,4.627,0.0,2.891,1.736
2000,CIV,4.59984,0.0,2.85384,1.746
2001,CIV,4.6819,0.0,2.8999,1.782
2002,CIV,5.0631,0.0,3.3511,1.712
2003,CIV,4.8737,0.0,3.0597,1.814
2004,CIV,5.2784,0.0,3.4404,1.838
2005,CIV,5.42188,0.0,3.88878,1.5331
2006,CIV,5.39822,0.0,3.79102,1.6072
2007,CIV,5.39006,0.0,3.49586,1.8942
2008,CIV,5.55416,0.0,3.55696,1.9972
2009,CIV,5.6305,0.0,3.448,2.1825
2010,CIV,5.69432,0.0,4.02132,1.673
2011,CIV,5.82734,0.0,4.00534,1.822
2012,CIV,6.69034,0.0,4.85134,1.839
2013,CIV,7.27744,0.0,5.61744,1.66
2014,CIV,7.89182,0.0,5.92482,1.967
2015,CIV,8.26576,0.0,6.81876,1.447
2016,CIV,9.05171,0.0,7.426,1.62571
2017,CIV,10.24541,0.0,8.03888,2.20653
2018,CIV,9.61422,0.0,6.61384,3.00038
1980,DNK,25.162,0.0,25.132,0.03
1981,DNK,18.453,0.0,18.422,0.031
1982,DNK,22.394,0.0,22.366,0.028
1983,DNK,20.74,0.0,20.68,0.06
1984,DNK,19.741,0.0,19.674,0.067
1985,DNK,25.707,0.0,25.62,0.087
1986,DNK,28.79,0.0,28.625,0.165
1987,DNK,27.577,0.0,27.365,0.212
1988,DNK,25.785,0.0,25.451,0.334
1989,DNK,21.247,0.0,20.776,0.471
1990,DNK,24.488,0.0,23.621,0.867
1991,DNK,34.418,0.0,33.296,1.122
1992,DNK,28.98,0.0,27.514,1.466
1993,DNK,32.039,0.0,30.248,1.791
1994,DNK,37.903,0.0,35.929,1.974
1995,DNK,34.589,0.0,32.469,2.12
1996,DNK,50.509,0.0,48.088,2.421
1997,DNK,41.852,0.0,38.539,3.313
1998,DNK,38.894,0.0,34.577,4.317
1999,DNK,36.856,0.0,31.994,4.862
2000,DNK,34.22084,0.0,28.09284,6.128
2001,DNK,35.83744,0.0,29.39944,6.438
2002,DNK,37.36228,0.0,29.95028,7.412
2003,DNK,43.9208,0.0,35.1748,8.746
2004,DNK,38.60988,0.0,28.43688,10.173
2005,DNK,34.70892,0.0,24.08092,10.628
2006,DNK,43.47584,0.0,33.45084,10.025
2007,DNK,37.62304,0.0,26.52304,11.1
2008,DNK,35.076,0.0,24.125,10.951
2009,DNK,34.851,0.0,23.996,10.855
2010,DNK,37.32084,0.0,24.14484,13.176
2011,DNK,34.0128,0.0,19.0538,14.959
2012,DNK,29.79296,0.0,14.22596,15.567
2013,DNK,33.6584,0.0,16.9764,16.682
2014,DNK,31.37644,0.0,12.66744,18.709
2015,DNK,28.38588,0.0,8.69688,19.689
2016,DNK,29.85136,0.0,10.75736,19.094
2017,DNK,30.53258,0.0,7.99658,22.536
2018,DNK,29.84258,0.0,8.37258,21.47
1980,DJI,0.11,0.0,0.11,0.0
1981,DJI,0.115,0.0,0.115,0.0
1982,DJI,0.123,0.0,0.123,0.0
1983,DJI,0.139,0.0,0.139,0.0
1984,DJI,0.137,0.0,0.137,0.0
1985,DJI,0.154,0.0,0.154,0.0
1986,DJI,0.16,0.0,0.16,0.0
1987,DJI,0.161,0.0,0.161,0.0
1988,DJI,0.164,0.0,0.164,0.0
1989,DJI,0.165,0.0,0.165,0.0
1990,DJI,0.168,0.0,0.168,0.0
1991,DJI,0.169,0.0,0.169,0.0
1992,DJI,0.169,0.0,0.169,0.0
1993,DJI,0.171,0.0,0.171,0.0
1994,DJI,0.171,0.0,0.171,0.0
1995,DJI,0.173,0.0,0.173,0.0
1996,DJI,0.174,0.0,0.174,0.0
1997,DJI,0.176,0.0,0.176,0.0
1998,DJI,0.176,0.0,0.176,0.0
1999,DJI,0.176,0.0,0.176,0.0
2000,DJI,0.18,0.0,0.18,0.0
2001,DJI,0.179,0.0,0.179,0.0
2002,DJI,0.188,0.0,0.188,0.0
2003,DJI,0.188,0.0,0.188,0.0
2004,DJI,0.202,0.0,0.202,0.0
2005,DJI,0.24,0.0,0.24,0.0
2006,DJI,0.263,0.0,0.263,0.0
2007,DJI,0.304,0.0,0.304,0.0
2008,DJI,0.319,0.0,0.319,0.0
2009,DJI,0.328,0.0,0.328,0.0
2010,DJI,0.356,0.0,0.356,0.0
2011,DJI,0.364,0.0,0.364,0.0
2012,DJI,0.3675,0.0,0.367,0.0005
2013,DJI,0.4075,0.0,0.407,0.0005
2014,DJI,0.0945,0.0,0.094,0.0005
2015,DJI,0.1675,0.0,0.167,0.0005
2016,DJI,0.0835,0.0,0.083,0.0005
2017,DJI,0.0555,0.0,0.055,0.0005
2018,DJI,0.041,0.0,0.04,0.001
1980,DMA,0.011,0.0,0.002,0.009
1981,DMA,0.012,0.0,0.002,0.01
1982,DMA,0.011,0.0,0.002,0.009
1983,DMA,0.018,0.0,0.003,0.015
1984,DMA,0.024,0.0,0.008,0.016
1985,DMA,0.024,0.0,0.01,0.014
1986,DMA,0.026,0.0,0.013,0.013
1987,DMA,0.027,0.0,0.013,0.014
1988,DMA,0.028,0.0,0.012,0.016
1989,DMA,0.029,0.0,0.013,0.016
1990,DMA,0.029,0.0,0.013,0.016
1991,DMA,0.03,0.0,0.014,0.016
1992,DMA,0.03,0.0,0.014,0.016
1993,DMA,0.03,0.0,0.014,0.016
1994,DMA,0.033,0.0,0.016,0.017
1995,DMA,0.044,0.0,0.025,0.019
1996,DMA,0.042,0.0,0.023,0.019
1997,DMA,0.05,0.0,0.03,0.02
1998,DMA,0.062,0.0,0.035,0.027
1999,DMA,0.071,0.0,0.039,0.032
2000,DMA,0.074,0.0,0.042,0.032
2001,DMA,0.078,0.0,0.051,0.027
2002,DMA,0.071,0.0,0.041,0.03
2003,DMA,0.076,0.0,0.047,0.029
2004,DMA,0.076,0.0,0.042,0.034
2005,DMA,0.0792,0.0,0.052,0.0272
2006,DMA,0.0812,0.0,0.054,0.0272
2007,DMA,0.0823,0.0,0.061,0.0213
2008,DMA,0.0833,0.0,0.063,0.0203
2009,DMA,0.0889,0.0,0.065,0.0239
2010,DMA,0.0949,0.0,0.071,0.0239
2011,DMA,0.0979,0.0,0.062,0.0359
2012,DMA,0.0974,0.0,0.07,0.0274
2013,DMA,0.0974,0.0,0.06,0.0374
2014,DMA,0.098357,0.0,0.067,0.031357
2015,DMA,0.103357,0.0,0.078,0.025357
2016,DMA,0.108357,0.0,0.071,0.037357
2017,DMA,0.083357,0.0,0.055,0.028357
2018,DMA,0.064178,0.0,0.039,0.025178
1980,DOM,3.211,0.0,2.565,0.646
1981,DOM,3.647,0.0,2.764,0.883
1982,DOM,3.28,0.0,2.449,0.831
1983,DOM,3.483,0.0,2.62,0.863
1984,DOM,4.134,0.0,3.495,0.639
1985,DOM,4.267,0.0,3.193,1.074
1986,DOM,4.654,0.0,3.714,0.94
1987,DOM,4.526,0.0,3.536,0.99
1988,DOM,4.295,0.0,3.425,0.87
1989,DOM,3.286,0.0,2.663,0.623
1990,DOM,3.497,0.0,3.08,0.417
1991,DOM,3.69,0.0,3.112,0.578
1992,DOM,3.958,0.0,3.403,0.555
1993,DOM,5.189,0.0,4.036,1.153
1994,DOM,4.806,0.0,4.233,0.573
1995,DOM,5.181,0.0,4.542,0.639
1996,DOM,6.263,0.0,5.369,0.894
1997,DOM,6.838,0.0,6.132,0.706
1998,DOM,7.27,0.0,6.512,0.758
1999,DOM,8.564,0.0,7.439,1.125
2000,DOM,8.06666,0.0,7.27466,0.792
2001,DOM,9.73262,0.0,8.99862,0.734
2002,DOM,11.81588,0.0,10.90588,0.91
2003,DOM,12.54338,0.0,11.30538,1.238
2004,DOM,11.1875,0.0,9.5175,1.67
2005,DOM,11.9804,0.0,10.0674,1.913
2006,DOM,13.05994,0.0,11.28094,1.779
2007,DOM,13.64974,0.0,11.91074,1.739
2008,DOM,11.676,0.0,10.263,1.413
2009,DOM,11.5575,0.0,10.065,1.4925
2010,DOM,13.98806,0.0,12.47756,1.5105
2011,DOM,14.9304,0.0,13.3104,1.62
2012,DOM,15.79862,0.0,13.83962,1.959
2013,DOM,16.72736,0.0,14.51736,2.21
2014,DOM,16.28228,0.0,14.62828,1.654
2015,DOM,16.91708,0.0,15.58708,1.33
2016,DOM,17.671,0.0,15.698,1.973
2017,DOM,18.04546,0.0,15.18946,2.856
2018,DOM,18.61596,0.0,15.91796,2.698
1980,ECU,3.186,0.0,2.308,0.878
1981,ECU,3.535,0.0,2.752,0.783
1982,ECU,3.904,0.0,3.014,0.89
1983,ECU,4.117,0.0,2.405,1.712
1984,ECU,4.113,0.0,0.95,3.163
1985,ECU,4.706,0.0,0.945,3.761
1986,ECU,5.197,0.0,0.927,4.27
1987,ECU,5.257,0.0,0.771,4.486
1988,ECU,5.504,0.0,0.763,4.741
1989,ECU,5.636,0.0,0.769,4.867
1990,ECU,6.215,0.0,1.278,4.937
1991,ECU,6.807,0.0,1.782,5.025
1992,ECU,7.001,0.0,2.077,4.924
1993,ECU,7.25,0.0,1.498,5.752
1994,ECU,8.008,0.0,1.509,6.499
1995,ECU,8.181,0.0,3.072,5.109
1996,ECU,9.097,0.0,2.816,6.281
1997,ECU,9.389,0.0,2.92,6.469
1998,ECU,9.883,0.0,3.442,6.441
1999,ECU,10.048,0.0,2.943,7.105
2000,ECU,10.35582,0.0,2.82282,7.533
2001,ECU,10.74026,0.0,3.74026,7.0
2002,ECU,11.55122,0.0,4.10122,7.45
2003,ECU,11.211717,0.0,4.1031,7.108617
2004,ECU,13.089442,0.0,5.75186,7.337582
2005,ECU,12.16188,0.0,5.29784,6.86404
2006,ECU,14.12804,0.0,6.391,7.73704
2007,ECU,16.58504,0.0,6.688,9.89704
2008,ECU,18.26504,0.0,6.873,11.39204
2009,ECU,17.92904,0.0,8.579,9.35004
2010,ECU,18.785,0.0,9.99596,8.78904
2011,ECU,19.88524,0.0,8.5822,11.30304
2012,ECU,22.10634,0.0,9.69234,12.414
2013,ECU,22.4421,0.0,11.1531,11.289
2014,ECU,23.45076,0.0,11.61276,11.838
2015,ECU,25.07006,0.0,11.56106,13.509
2016,ECU,26.48982,0.0,10.20182,16.288
2017,ECU,27.39144,0.0,6.93532,20.45612
2018,ECU,28.54474,0.0,7.52752,21.01722
1980,EGY,18.256,0.0,8.557,9.699
1981,EGY,20.498,0.0,10.389,10.109
1982,EGY,19.939,0.0,9.574,10.365
1983,EGY,22.487,0.0,12.393,10.094
1984,EGY,29.316,0.0,19.416,9.9
1985,EGY,32.3,0.0,24.281,8.019
1986,EGY,33.484,0.0,25.564,7.92
1987,EGY,36.744,0.0,28.576,8.168
1988,EGY,35.401,0.0,27.58,7.821
1989,EGY,37.695,0.0,29.775,7.92
1990,EGY,41.408,0.0,31.533,9.875
1991,EGY,42.56,0.0,34.015,8.545
1992,EGY,43.496,0.0,35.041,8.455
1993,EGY,47.752,0.0,37.37,10.382
1994,EGY,50.07,0.0,39.43,10.64
1995,EGY,52.691,0.0,41.382,11.309
1996,EGY,51.765,0.0,40.316,11.449
1997,EGY,55.532,0.0,43.655,11.877
1998,EGY,59.809,0.0,47.699,12.11
1999,EGY,65.174,0.0,50.016,15.158
2000,EGY,74.46166,0.0,60.45046,14.0112
2001,EGY,79.36634,0.0,63.85514,15.5112
2002,EGY,84.81358,0.0,71.55938,13.2542
2003,EGY,90.47044,0.0,76.88824,13.5822
2004,EGY,96.21028,0.0,82.84408,13.3662
2005,EGY,103.16056,0.0,89.76436,13.3962
2006,EGY,109.49924,0.0,95.75404,13.7452
2007,EGY,118.78692,0.0,102.26072,16.5262
2008,EGY,124.3132,0.0,108.518,15.7952
2009,EGY,131.68096,0.0,117.50376,14.1772
2010,EGY,139.05924,0.0,124.12324,14.936
2011,EGY,136.46234,0.0,121.59934,14.863
2012,EGY,142.00562,0.0,127.34462,14.661
2013,EGY,145.5473,0.0,130.4673,15.08
2014,EGY,151.9883,0.0,136.2953,15.693
2015,EGY,163.58664,0.0,147.63264,15.954
2016,EGY,167.73298,0.0,151.91998,15.813
2017,EGY,175.057584,0.0,159.2172,15.840384
2018,EGY,184.515844,0.0,167.57098,16.944864
1980,SLV,1.637,0.0,0.094,1.543
1981,SLV,1.669,0.0,0.128,1.541
